,product_id,transaction_date,delivery_month,close_price,volume,open_interest
99,ad_f,20260129,2605,23965.0,1641.0,3319.0
100,ad_f,20260129,2606,24150.0,124.0,98.0
101,ad_f,20260129,2607,23800.0,0.0,6.0
102,ad_f,20260129,2608,24040.0,23.0,35.0
103,ad_f,20260129,2609,24255.0,18.0,14.0
104,ad_f,20260129,2610,23890.0,0.0,8.0
105,ad_f,20260129,2611,24190.0,1.0,1.0
106,ad_f,20260129,2612,24310.0,14.0,9.0
107,ad_f,20260129,2701,24640.0,1.0,1.0
108,au_f,20260129,2602,1244.0,23425.0,14952.0
109,au_f,20260129,2603,1246.0,3137.0,2266.0
110,au_f,20260129,2604,1249.0,521258.0,211820.0
111,au_f,20260129,2606,1252.0,105337.0,88613.0
112,au_f,20260129,2608,1255.0,17823.0,16507.0
113,au_f,20260129,2610,1258.0,8492.0,11611.0
114,au_f,20260129,2612,1262.0,6334.0,9913.0
115,au_f,20260129,2702,1265.0,1400.0,1888.0
116,ag_f,20260129,2602,32060.0,27181.0,13190.0
117,ag_f,20260129,2603,32042.0,35713.0,19943.0
118,ag_f,20260129,2604,30891.0,759570.0,281218.0
119,ag_f,20260129,2605,30230.0,247405.0,28225.0
120,ag_f,20260129,2606,30055.0,469943.0,172230.0
121,ag_f,20260129,2607,29800.0,15240.0,17604.0
122,ag_f,20260129,2608,29792.0,168872.0,57269.0
123,ag_f,20260129,2609,29711.0,15178.0,15824.0
124,ag_f,20260129,2610,29671.0,34649.0,31740.0
125,ag_f,20260129,2611,29650.0,7291.0,14143.0
126,ag_f,20260129,2612,29573.0,22072.0,30579.0
127,ag_f,20260129,2701,29645.0,6831.0,9348.0
128,rb_f,20260129,2602,3059.0,657.0,1163.0
129,rb_f,20260129,2603,3145.0,34374.0,86906.0
130,rb_f,20260129,2604,3138.0,1100.0,4087.0
131,rb_f,20260129,2605,3157.0,1026450.0,1785380.0
132,rb_f,20260129,2606,3166.0,516.0,7195.0
133,rb_f,20260129,2607,3195.0,70851.0,304520.0
134,rb_f,20260129,2608,3200.0,186.0,703.0
135,rb_f,20260129,2609,3194.0,1927.0,18110.0
136,rb_f,20260129,2610,3203.0,40931.0,164580.0
137,rb_f,20260129,2611,3214.0,57.0,340.0
138,rb_f,20260129,2612,3230.0,196.0,433.0
139,rb_f,20260129,2701,3228.0,971.0,2869.0
140,wr_f,20260129,2602,3500.0,2.0,0.0
141,wr_f,20260129,2603,3453.0,0.0,2.0
142,wr_f,20260129,2604,3502.0,0.0,0.0
143,wr_f,20260129,2605,3488.0,58.0,150.0
144,wr_f,20260129,2606,3519.0,0.0,1.0
145,wr_f,20260129,2607,3459.0,7.0,31.0
146,wr_f,20260129,2608,3481.0,0.0,1.0
147,wr_f,20260129,2609,3508.0,0.0,5.0
148,wr_f,20260129,2610,3502.0,0.0,0.0
149,wr_f,20260129,2611,3507.0,0.0,1.0
150,wr_f,20260129,2612,3537.0,0.0,1.0
151,wr_f,20260129,2701,3514.0,0.0,1.0
152,hc_f,20260129,2602,3283.0,42.0,1178.0
153,hc_f,20260129,2603,3294.0,20575.0,42611.0
154,hc_f,20260129,2604,3303.0,111.0,1179.0
155,hc_f,20260129,2605,3308.0,434547.0,1547118.0
156,hc_f,20260129,2606,3313.0,51.0,2101.0
157,hc_f,20260129,2607,3323.0,56817.0,204391.0
158,hc_f,20260129,2608,3324.0,42.0,1750.0
159,hc_f,20260129,2609,3329.0,905.0,1588.0
160,hc_f,20260129,2610,3330.0,16759.0,100639.0
161,hc_f,20260129,2611,3341.0,56.0,162.0
162,hc_f,20260129,2612,3354.0,5.0,105.0
163,hc_f,20260129,2701,3350.0,183.0,552.0
164,ss_f,20260129,2602,14465.0,4635.0,7052.0
165,ss_f,20260129,2603,14585.0,295945.0,113676.0
166,ss_f,20260129,2604,14675.0,85839.0,102229.0
167,ss_f,20260129,2605,14695.0,53171.0,61087.0
168,ss_f,20260129,2606,14725.0,7975.0,5996.0
169,ss_f,20260129,2607,14760.0,372.0,762.0
170,ss_f,20260129,2608,14795.0,48.0,554.0
171,ss_f,20260129,2609,14850.0,394.0,1755.0
172,ss_f,20260129,2610,14900.0,18.0,125.0
173,ss_f,20260129,2611,14835.0,21.0,59.0
174,ss_f,20260129,2612,14895.0,28.0,118.0
175,ss_f,20260129,2701,14975.0,46.0,53.0
176,sc_f,20260129,2602,464.0,9.0,142.0
177,sc_f,20260129,2603,472.0,144280.0,48382.0
178,sc_f,20260129,2604,474.0,45183.0,33470.0
179,sc_f,20260129,2605,475.0,13985.0,14597.0
180,sc_f,20260129,2606,476.0,6210.0,7631.0
181,sc_f,20260129,2607,475.0,1154.0,3341.0
182,sc_f,20260129,2608,477.0,109.0,2036.0
183,sc_f,20260129,2609,478.0,324.0,2623.0
184,sc_f,20260129,2610,478.0,84.0,1317.0
185,sc_f,20260129,2611,480.0,70.0,1104.0
186,sc_f,20260129,2612,481.0,599.0,2063.0
187,sc_f,20260129,2701,482.0,86.0,85.0
188,sc_f,20260129,2703,488.0,13.0,57.0
189,sc_f,20260129,2706,496.0,5.0,78.0
190,sc_f,20260129,2709,500.0,10.0,86.0
191,sc_f,20260129,2712,501.0,103.0,142.0
192,sc_f,20260129,2803,508.0,9.0,93.0
193,sc_f,20260129,2806,504.0,2.0,131.0
194,sc_f,20260129,2809,510.0,6.0,164.0
195,sc_f,20260129,2812,523.0,9.0,64.0
196,lu_f,20260129,2602,3725.0,404.0,2445.0
197,lu_f,20260129,2603,3299.0,16898.0,24608.0
198,lu_f,20260129,2604,3307.0,147362.0,102043.0
199,lu_f,20260129,2605,3304.0,66994.0,69739.0
200,lu_f,20260129,2606,3288.0,11135.0,5590.0
201,lu_f,20260129,2607,3283.0,825.0,1574.0
202,lu_f,20260129,2608,3279.0,190.0,378.0
203,lu_f,20260129,2609,3291.0,164.0,1692.0
204,lu_f,20260129,2610,3298.0,11.0,46.0
205,lu_f,20260129,2611,3314.0,6.0,122.0
206,lu_f,20260129,2612,3320.0,9.0,48.0
207,lu_f,20260129,2701,3326.0,10.0,46.0
208,fu_f,20260129,2602,2891.0,16.0,2581.0
209,fu_f,20260129,2603,2831.0,931748.0,172485.0
210,fu_f,20260129,2604,2818.0,76192.0,32119.0
211,fu_f,20260129,2605,2815.0,431228.0,258879.0
212,fu_f,20260129,2606,2792.0,44490.0,85534.0
213,fu_f,20260129,2607,2780.0,34254.0,48283.0
214,fu_f,20260129,2608,2750.0,4206.0,5166.0
215,fu_f,20260129,2609,2726.0,29583.0,45466.0
216,fu_f,20260129,2610,2682.0,3102.0,9639.0
217,fu_f,20260129,2611,2670.0,4861.0,13337.0
218,fu_f,20260129,2612,2664.0,616.0,1398.0
219,fu_f,20260129,2701,2653.0,4580.0,6117.0
220,bu_f,20260129,2602,3476.0,4126.0,6194.0
221,bu_f,20260129,2603,3478.0,402578.0,170058.0
222,bu_f,20260129,2604,3474.0,80206.0,123750.0
223,bu_f,20260129,2605,3470.0,30631.0,68787.0
224,bu_f,20260129,2606,3465.0,94617.0,80716.0
225,bu_f,20260129,2607,3462.0,186.0,93.0
226,bu_f,20260129,2608,3446.0,93.0,45.0
227,bu_f,20260129,2609,3442.0,8874.0,6074.0
228,bu_f,20260129,2610,3401.0,76.0,40.0
229,bu_f,20260129,2611,3397.0,9.0,39.0
230,bu_f,20260129,2612,3345.0,152.0,1016.0
231,bu_f,20260129,2701,3354.0,5.0,5.0
232,bu_f,20260129,2703,3356.0,7.0,36.0
233,bu_f,20260129,2706,3391.0,34.0,82.0
234,bu_f,20260129,2709,3378.0,16.0,34.0
235,bu_f,20260129,2712,3369.0,21.0,35.0
236,br_f,20260129,2602,13300.0,2441.0,2597.0
237,br_f,20260129,2603,13390.0,468486.0,68184.0
238,br_f,20260129,2604,13445.0,74539.0,68261.0
239,br_f,20260129,2605,13440.0,68252.0,30956.0
240,br_f,20260129,2606,13425.0,1214.0,619.0
241,br_f,20260129,2607,13545.0,27.0,233.0
242,br_f,20260129,2608,13125.0,1.0,54.0
243,br_f,20260129,2609,13485.0,181.0,385.0
244,br_f,20260129,2610,13455.0,7.0,78.0
245,br_f,20260129,2611,12990.0,9.0,54.0
246,br_f,20260129,2612,13300.0,5.0,15.0
247,br_f,20260129,2701,13585.0,16.0,43.0
248,ru_f,20260129,2603,16660.0,4795.0,2252.0
249,ru_f,20260129,2604,16650.0,141.0,265.0
250,ru_f,20260129,2605,16690.0,418885.0,195654.0
251,ru_f,20260129,2606,16715.0,171.0,88.0
252,ru_f,20260129,2607,16625.0,593.0,383.0
253,ru_f,20260129,2608,16605.0,113.0,34.0
254,ru_f,20260129,2609,16575.0,40978.0,48848.0
255,ru_f,20260129,2610,16645.0,31.0,279.0
256,ru_f,20260129,2611,16595.0,88.0,137.0
257,ru_f,20260129,2701,17205.0,346.0,1417.0
258,nr_f,20260129,2602,13375.0,776.0,2208.0
259,nr_f,20260129,2603,13455.0,83220.0,40636.0
260,nr_f,20260129,2604,13475.0,48110.0,45051.0
261,nr_f,20260129,2605,13510.0,21593.0,19731.0
262,nr_f,20260129,2606,13490.0,1464.0,3293.0
263,nr_f,20260129,2607,13515.0,3.0,19.0
264,nr_f,20260129,2608,13560.0,2.0,24.0
265,nr_f,20260129,2609,13430.0,4.0,14.0
266,nr_f,20260129,2610,13490.0,0.0,7.0
267,nr_f,20260129,2611,13490.0,0.0,9.0
268,nr_f,20260129,2612,13500.0,4.0,7.0
269,nr_f,20260129,2701,13855.0,1.0,3.0
270,sp_f,20260129,2602,5338.0,49.0,557.0
271,sp_f,20260129,2603,5362.0,7110.0,15324.0
272,sp_f,20260129,2604,5384.0,27.0,411.0
273,sp_f,20260129,2605,5388.0,215374.0,263863.0
274,sp_f,20260129,2606,5408.0,34.0,355.0
275,sp_f,20260129,2607,5418.0,7781.0,49964.0
276,sp_f,20260129,2608,5430.0,26.0,63.0
277,sp_f,20260129,2609,5440.0,3183.0,20362.0
278,sp_f,20260129,2610,5452.0,10.0,46.0
279,sp_f,20260129,2611,5432.0,42.0,261.0
280,sp_f,20260129,2612,5428.0,13.0,115.0
281,sp_f,20260129,2701,5610.0,70.0,4499.0
282,op_f,20260129,2602,4180.0,49.0,42.0
283,op_f,20260129,2603,4188.0,1259.0,1003.0
284,op_f,20260129,2604,4188.0,3789.0,8965.0
285,op_f,20260129,2605,4178.0,559.0,3100.0
286,op_f,20260129,2606,4186.0,659.0,86.0
287,op_f,20260129,2607,4222.0,0.0,9.0
288,op_f,20260129,2608,4270.0,0.0,1.0
289,op_f,20260129,2609,4246.0,0.0,3.0
290,op_f,20260129,2610,4252.0,0.0,2.0
291,op_f,20260129,2611,4304.0,0.0,1.0
292,op_f,20260129,2612,4294.0,0.0,1.0
293,op_f,20260129,2701,4284.0,0.0,0.0
294,ec_f,20260129,2602,1717.0,432.0,2812.0
295,ec_f,20260129,2604,1249.0,27481.0,39669.0
296,ec_f,20260129,2606,1576.0,6835.0,11306.0
297,ec_f,20260129,2608,1645.0,1154.0,1666.0
298,ec_f,20260129,2610,1151.0,2032.0,8933.0
299,ec_f,20260129,2612,1413.0,44.0,144.0
